customer_id,month,mrr
CUST61,2024-12-01,20
CUST61,2025-01-01,20
CUST61,2025-02-01,20
CUST61,2025-03-01,20
CUST61,2025-04-01,20
CUST61,2025-05-01,20
CUST61,2025-06-01,20
CUST61,2025-07-01,40
CUST61,2025-08-01,40
CUST61,2025-09-01,40
CUST61,2025-10-01,20
CUST61,2025-11-01,20
CUST62,2025-05-01,30
CUST62,2025-06-01,10
CUST62,2025-07-01,10
CUST62,2025-08-01,10
CUST62,2025-09-01,10
CUST62,2025-10-01,30
CUST62,2025-11-01,30
CUST62,2025-12-01,30
CUST62,2026-01-01,30
CUST62,2026-02-01,30
CUST62,2026-03-01,10
CUST62,2026-04-01,10
CUST62,2026-05-01,10
CUST62,2026-06-01,10
CUST62,2026-07-01,10
CUST62,2026-08-01,10
CUST62,2026-09-01,10
CUST62,2026-10-01,10
CUST62,2026-10-01,10
CUST63,2025-01-01,100
CUST63,2025-02-01,100
CUST63,2025-03-01,100
CUST63,2025-04-01,80
CUST63,2025-05-01,60
CUST63,2025-06-01,80
CUST63,2025-07-01,80
CUST63,2025-07-01,80
CUST63,2025-08-01,80
CUST63,2025-09-01,60
CUST63,2025-10-01,60
CUST63,2025-11-01,60
CUST63,2025-12-01,40
CUST63,2026-01-01,40
CUST63,2026-02-01,60
CUST63,2026-03-01,60
CUST64,2024-07-01,20
CUST64,2024-08-01,20
CUST64,2024-09-01,20
CUST64,2024-10-01,20
CUST64,2024-11-01,20
CUST64,2024-12-01,20
CUST64,2025-01-01,20
CUST64,2025-02-01,20
CUST64,2025-03-01,20
CUST64,2025-04-01,20
CUST64,2025-05-01,20
CUST64,2025-06-01,20
CUST64,2025-07-01,20
CUST64,2025-08-01,20
CUST65,2025-04-01,50
CUST65,2025-05-01,50
CUST65,2025-06-01,50
CUST65,2025-07-01,50
CUST65,2025-08-01,50
CUST65,2025-09-01,50
CUST65,2025-10-01,50
CUST65,2025-11-01,50
CUST65,2025-12-01,70
CUST65,2025-12-01,70
CUST65,2026-01-01,70
CUST65,2026-03-01,70
CUST65,2026-03-01,70
CUST65,2026-04-01,70
CUST65,2026-05-01,70
CUST66,2024-12-01,20
CUST66,2025-01-01,20
CUST66,2025-02-01,20
CUST66,2025-03-01,20
CUST66,2025-04-01,20
CUST66,2025-05-01,40
CUST66,2025-06-01,40
CUST66,2025-07-01,40
CUST66,2025-08-01,40
CUST66,2025-09-01,20
CUST67,2024-05-01,100
CUST67,2024-06-01,100
CUST67,2024-07-01,100
CUST67,2024-08-01,100
CUST67,2024-09-01,100
CUST67,2024-10-01,100
CUST67,2024-11-01,100
CUST67,2024-12-01,100
CUST68,2024-02-01,100
CUST68,2024-03-01,100
CUST68,2024-04-01,100
CUST68,2024-05-01,100
CUST68,2024-06-01,100
CUST68,2024-07-01,80
CUST68,2024-08-01,80
CUST68,2024-09-01,80
CUST68,2024-10-01,80
CUST68,2024-11-01,100
CUST68,2024-12-01,80
CUST68,2025-01-01,80
CUST68,2025-02-01,80
CUST68,2025-03-01,80
CUST68,2025-04-01,80
CUST68,2025-05-01,60
CUST68,2025-06-01,40
CUST68,2025-07-01,20
CUST68,2025-08-01,20
CUST68,2025-09-01,20
CUST68,2025-10-01,40
CUST69,2024-08-01,40
CUST69,2024-09-01,40
CUST69,2024-10-01,40
CUST70,2024-12-01,100
CUST70,2025-01-01,100
CUST70,2025-02-01,100
CUST70,2025-03-01,100
CUST70,2025-04-01,100
CUST70,2025-05-01,100
CUST70,2025-06-01,100
CUST70,2025-07-01,100
CUST70,2025-08-01,100
CUST70,2025-09-01,80
CUST70,2025-10-01,80
CUST70,2025-11-01,80
CUST70,2025-12-01,80
CUST71,2025-03-01,30
CUST71,2025-04-01,30
CUST71,2025-05-01,30
CUST71,2025-06-01,50
CUST71,2025-07-01,30
CUST71,2025-08-01,30
CUST71,2025-09-01,30
CUST71,2025-10-01,30
CUST71,2025-11-01,10
CUST71,2025-12-01,10
CUST71,2026-01-01,10
CUST71,2026-02-01,10
CUST71,2026-03-01,10
CUST71,2026-04-01,10
CUST71,2026-05-01,10
CUST71,2026-06-01,10
CUST71,2026-07-01,30
CUST71,2026-08-01,10
CUST72,2024-08-01,100
CUST72,2024-09-01,80
CUST72,2024-10-01,80
CUST72,2024-10-01,100
CUST72,2024-11-01,100
CUST72,2024-12-01,80
CUST72,2025-01-01,80
CUST72,2025-02-01,80
CUST72,2025-03-01,80
CUST72,2025-04-01,80
CUST72,2025-05-01,80
CUST72,2025-06-01,80
CUST72,2025-07-01,60
CUST72,2025-08-01,60
CUST72,2025-09-01,40
CUST72,2025-10-01,40
CUST72,2025-11-01,40
CUST72,2025-12-01,40
CUST72,2026-01-01,20
CUST73,2025-04-01,20
CUST73,2025-05-01,20
CUST73,2025-06-01,20
CUST73,2025-07-01,20
CUST73,2025-08-01,40
CUST73,2025-09-01,40
CUST73,2025-10-01,40
CUST73,2025-11-01,40
CUST73,2025-12-01,40
CUST73,2026-01-01,60
CUST73,2026-02-01,60
CUST73,2026-03-01,60
CUST73,2026-04-01,40
CUST73,2026-05-01,40
CUST73,2026-06-01,40
CUST74,2025-04-01,20
CUST74,2025-05-01,20
CUST74,2025-06-01,20
CUST74,2025-07-01,20
CUST74,2025-08-01,40
CUST74,2025-09-01,40
CUST74,2025-10-01,20
CUST74,2025-11-01,20
CUST74,2025-12-01,20
CUST74,2026-01-01,40
CUST74,2026-01-01,40
CUST74,2026-03-01,40
CUST74,2026-04-01,40
CUST74,2026-05-01,40
CUST74,2026-05-01,40
CUST74,2026-06-01,40
CUST74,2026-07-01,40
CUST74,2026-08-01,40
CUST74,2026-09-01,40
CUST74,2026-10-01,40
CUST75,2024-08-01,20
CUST75,2024-09-01,20
CUST75,2024-10-01,40
CUST75,2024-11-01,20
CUST75,2024-12-01,20
CUST75,2025-01-01,20
CUST75,2025-02-01,20
CUST75,2025-03-01,20
CUST75,2025-04-01,20
CUST75,2025-05-01,20
CUST75,2025-06-01,20
CUST75,2025-07-01,20
CUST75,2025-08-01,20
CUST75,2025-09-01,20
CUST75,2025-10-01,20
CUST75,2025-11-01,20
CUST75,2025-12-01,20
CUST76,2024-05-01,100
CUST76,2024-06-01,100
CUST76,2024-07-01,100
CUST76,2024-08-01,100
CUST76,2024-09-01,100
CUST76,2024-10-01,100
CUST76,2024-11-01,100
CUST76,2024-12-01,100
CUST76,2025-01-01,100
CUST76,2025-02-01,100
CUST76,2025-03-01,80
CUST76,2025-04-01,80
CUST76,2025-05-01,60
CUST76,2025-06-01,60
CUST76,2025-07-01,40
CUST76,2025-08-01,40
CUST76,2025-09-01,60
CUST76,2025-10-01,60
CUST76,2025-11-01,80
CUST76,2025-12-01,80
CUST77,2024-06-01,50
CUST77,2024-07-01,50
CUST77,2024-08-01,30
CUST77,2024-09-01,30
CUST77,2024-10-01,50
CUST77,2024-11-01,50
CUST77,2024-12-01,50
CUST77,2025-01-01,70
CUST77,2025-02-01,90
CUST77,2025-03-01,90
CUST77,2025-04-01,90
CUST77,2025-05-01,90
CUST77,2025-06-01,90
CUST77,2025-07-01,90
CUST77,2025-08-01,90
CUST77,2025-09-01,90
CUST77,2025-10-01,110
CUST77,2025-11-01,90
CUST77,2025-12-01,110
CUST77,2025-12-01,90
CUST77,2026-01-01,90
CUST77,2026-03-01,90
CUST78,2024-10-01,20
CUST78,2024-11-01,20
CUST78,2024-12-01,40
CUST78,2025-01-01,40
CUST78,2025-02-01,40
CUST78,2025-03-01,40
CUST78,2025-04-01,40
CUST78,2025-05-01,40
CUST78,2025-06-01,40
CUST78,2025-07-01,40
CUST78,2025-08-01,60
CUST78,2025-09-01,60
CUST78,2025-10-01,60
CUST78,2025-11-01,60
CUST78,2025-12-01,60
CUST78,2026-01-01,60
CUST78,2026-02-01,60
CUST79,2024-01-01,70
CUST79,2024-02-01,70
CUST79,2024-03-01,70
CUST79,2024-04-01,70
CUST79,2024-05-01,50
CUST79,2024-06-01,50
CUST80,2024-07-01,40
CUST80,2024-08-01,20
CUST80,2024-09-01,20
CUST81,2024-09-01,50
CUST81,2024-10-01,50
CUST81,2024-11-01,50
